slice_file_name,classID,fold
103074-7-1-0.wav,7,1
7383-3-1-0.wav,3,1
40722-8-0-6.wav,8,1
72261-3-0-23.wav,3,1
9031-3-3-0.wav,3,1
165067-2-0-72.wav,2,1
57584-4-0-3.wav,4,1
165067-2-0-112.wav,2,1
165645-4-2-0.wav,4,1
180937-7-3-3.wav,7,1
177621-0-0-120.wav,0,1
89212-3-0-0.wav,3,1
180937-7-1-0.wav,7,1
125791-3-0-12.wav,3,1
113205-5-1-2.wav,5,1
147764-4-4-0.wav,4,1
138031-2-0-23.wav,2,1
114587-3-0-7.wav,3,1
99180-9-0-7.wav,9,1
203440-3-0-5.wav,3,1
192124-2-0-0.wav,2,1
164312-3-4-0.wav,3,1
55020-4-0-12.wav,4,1
182800-2-3-0.wav,2,1
24074-1-0-13.wav,1,1
176787-5-0-20.wav,5,1
124489-9-0-14.wav,9,1
151977-0-0-8.wav,0,1
176787-5-0-14.wav,5,1
21684-9-0-12.wav,9,1
197318-6-11-0.wav,6,1
118279-8-0-7.wav,8,1
177621-0-0-47.wav,0,1
194732-9-0-191.wav,9,1
78360-4-0-9.wav,4,1
191431-9-0-30.wav,9,1
65749-3-1-12.wav,3,1
166268-3-2-0.wav,3,1
180937-7-3-23.wav,7,1
162540-1-0-0.wav,1,1
151977-0-0-3.wav,0,1
134717-0-0-28.wav,0,1
118279-8-0-10.wav,8,1
98223-7-0-0.wav,7,1
78360-4-0-12.wav,4,1
180937-7-3-30.wav,7,1
159738-8-0-0.wav,8,1
103074-7-1-1.wav,7,1
103074-7-0-1.wav,7,1
151977-0-0-5.wav,0,1
176787-5-0-11.wav,5,1
180937-7-2-2.wav,7,1
57320-0-0-32.wav,0,1
46669-4-0-0.wav,4,1
155202-9-0-6.wav,9,1
172314-9-0-80.wav,9,1
57320-0-0-9.wav,0,1
146186-5-0-10.wav,5,1
147764-4-1-0.wav,4,1
135776-2-0-32.wav,2,1
46669-4-0-26.wav,4,1
118101-3-0-6.wav,3,1
55020-4-0-6.wav,4,1
174290-6-3-0.wav,6,1
177621-0-0-126.wav,0,1
57320-0-0-36.wav,0,1
134717-0-0-1.wav,0,1
108362-2-0-12.wav,2,1
57320-0-0-38.wav,0,1
146186-5-0-12.wav,5,1
57584-4-0-8.wav,4,1
24074-1-0-7.wav,1,1
151977-0-0-12.wav,0,1
180937-7-3-24.wav,7,1
98223-7-8-0.wav,7,1
157867-8-0-6.wav,8,1
102842-3-0-1.wav,3,1
172314-9-0-40.wav,9,1
72261-3-0-27.wav,3,1
103074-7-4-3.wav,7,1
180937-7-4-7.wav,7,1
151977-0-0-4.wav,0,1
139951-9-0-17.wav,9,1
78360-4-0-21.wav,4,1
160009-2-0-5.wav,2,1
125791-3-0-9.wav,3,1
165645-4-1-0.wav,4,1
197318-6-4-0.wav,6,1
157867-8-0-15.wav,8,1
46669-4-0-30.wav,4,1
134717-0-0-12.wav,0,1
203356-3-0-3.wav,3,1
157867-8-0-0.wav,8,1
119455-5-0-2.wav,5,1
134717-0-0-20.wav,0,1
114587-3-0-5.wav,3,1
57553-3-0-0.wav,3,1
157867-8-0-7.wav,8,1
17592-5-1-1.wav,5,1
134717-0-0-25.wav,0,1
57320-0-0-6.wav,0,1
24074-1-0-6.wav,1,1
180937-7-3-5.wav,7,1
7383-3-0-1.wav,3,1
57584-4-0-1.wav,4,1
89948-5-0-0.wav,5,1
46669-4-0-10.wav,4,1
40722-8-0-1.wav,8,1
165067-2-0-111.wav,2,1
138031-2-0-22.wav,2,1
177621-0-0-100.wav,0,1
132016-9-0-14.wav,9,1
176787-5-0-12.wav,5,1
40722-8-0-7.wav,8,1
78360-4-0-0.wav,4,1
147764-4-3-0.wav,4,1
160009-2-0-22.wav,2,1
176787-5-0-26.wav,5,1
118279-8-0-1.wav,8,1
108041-9-0-9.wav,9,1
17913-4-0-1.wav,4,1
135776-2-0-40.wav,2,1
7383-3-0-0.wav,3,1
108041-9-0-7.wav,9,1
138031-2-0-45.wav,2,1
174294-6-2-0.wav,6,1
203440-3-0-1.wav,3,1
193698-2-0-114.wav,2,1
55020-4-0-14.wav,4,1
147764-4-5-0.wav,4,1
69304-9-0-14.wav,9,1
180937-7-2-5.wav,7,1
105415-2-0-1.wav,2,1
118279-8-0-12.wav,8,1
132016-9-0-0.wav,9,1
57320-0-0-45.wav,0,1
114587-3-0-4.wav,3,1
180937-7-3-29.wav,7,1
134717-0-0-18.wav,0,1
160094-3-0-0.wav,3,1
21684-9-0-30.wav,9,1
191431-9-0-73.wav,9,1
108362-2-0-11.wav,2,1
51022-3-13-0.wav,3,1
180937-7-3-13.wav,7,1
180256-3-0-2.wav,3,1
139951-9-0-45.wav,9,1
150341-3-1-0.wav,3,1
176787-5-0-24.wav,5,1
134717-0-0-9.wav,0,1
159738-8-0-7.wav,8,1
180937-7-3-28.wav,7,1
77766-9-0-4.wav,9,1
177621-0-0-109.wav,0,1
46669-4-0-4.wav,4,1
78360-4-0-1.wav,4,1
159738-8-0-11.wav,8,1
156194-1-0-0.wav,1,1
193394-3-0-7.wav,3,1
194732-9-0-171.wav,9,1
194732-9-0-41.wav,9,1
151977-0-0-1.wav,0,1
118963-3-0-0.wav,3,1
191431-9-0-66.wav,9,1
103074-7-1-2.wav,7,1
108362-2-0-7.wav,2,1
180937-7-1-3.wav,7,1
21684-9-0-39.wav,9,1
21684-9-0-25.wav,9,1
132016-9-0-20.wav,9,1
69304-9-0-7.wav,9,1
46918-5-0-1.wav,5,1
180937-7-4-14.wav,7,1
137156-9-0-79.wav,9,1
176787-5-0-19.wav,5,1
203356-3-0-0.wav,3,1
159738-8-0-10.wav,8,1
180937-7-4-10.wav,7,1
78360-4-0-16.wav,4,1
174276-7-5-0.wav,7,1
159738-8-0-14.wav,8,1
103074-7-1-3.wav,7,1
72579-3-0-4.wav,3,1
177621-0-0-117.wav,0,1
22962-4-0-0.wav,4,1
46669-4-0-54.wav,4,1
203356-3-0-1.wav,3,1
87275-1-1-0.wav,1,1
159738-8-0-4.wav,8,1
177621-0-0-145.wav,0,1
197318-6-12-0.wav,6,1
203440-3-0-6.wav,3,1
108362-2-0-30.wav,2,1
73277-9-0-24.wav,9,1
180937-7-2-9.wav,7,1
57584-4-0-6.wav,4,1
157867-8-0-26.wav,8,1
157867-8-0-9.wav,8,1
40722-8-0-8.wav,8,1
55020-4-0-1.wav,4,1
24074-1-0-8.wav,1,1
76093-6-0-0.wav,6,1
197318-6-3-0.wav,6,1
108041-9-0-2.wav,9,1
103258-5-0-17.wav,5,1
59277-0-0-4.wav,0,1
26270-9-0-19.wav,9,1
77766-9-0-6.wav,9,1
151977-0-0-13.wav,0,1
78360-4-0-4.wav,4,1
174276-7-2-0.wav,7,1
180256-3-0-0.wav,3,1
137156-9-0-31.wav,9,1
46669-4-0-39.wav,4,1
180937-7-2-1.wav,7,1
102305-6-0-0.wav,6,1
59277-0-0-2.wav,0,1
57320-0-0-4.wav,0,1
21684-9-0-7.wav,9,1
157867-8-0-4.wav,8,1
176638-1-0-0.wav,1,1
139951-9-0-9.wav,9,1
124489-9-0-16.wav,9,1
138031-2-0-47.wav,2,1
151977-0-0-9.wav,0,1
164053-8-2-2.wav,8,1
102842-3-1-6.wav,3,1
184355-1-0-0.wav,1,1
176714-2-0-18.wav,2,1
105415-2-0-15.wav,2,1
176787-5-0-30.wav,5,1
24074-1-0-0.wav,1,1
177621-0-0-127.wav,0,1
180937-7-3-32.wav,7,1
124489-9-0-18.wav,9,1
138015-3-0-7.wav,3,1
102842-3-1-0.wav,3,1
180937-7-0-6.wav,7,1
119455-5-0-7.wav,5,1
57584-4-0-0.wav,4,1
103074-7-0-0.wav,7,1
179858-1-0-0.wav,1,1
177621-0-0-93.wav,0,1
180937-7-1-12.wav,7,1
105415-2-0-8.wav,2,1
180937-7-3-20.wav,7,1
197318-6-5-0.wav,6,1
113205-5-1-9.wav,5,1
55020-4-0-3.wav,4,1
193698-2-0-89.wav,2,1
177621-0-0-91.wav,0,1
87275-1-2-0.wav,1,1
180937-7-1-2.wav,7,1
24074-1-0-3.wav,1,1
146186-5-0-0.wav,5,1
164312-3-3-0.wav,3,1
135776-2-0-90.wav,2,1
157867-8-0-5.wav,8,1
182800-2-0-0.wav,2,1
113205-5-1-5.wav,5,1
46656-6-4-0.wav,6,1
155310-3-0-0.wav,3,1
103074-7-4-0.wav,7,1
99180-9-0-2.wav,9,1
180937-7-0-4.wav,7,1
103258-5-0-19.wav,5,1
57320-0-0-22.wav,0,1
155202-9-0-38.wav,9,1
21684-9-0-50.wav,9,1
196087-2-0-0.wav,2,1
26270-9-0-35.wav,9,1
176257-3-0-0.wav,3,1
103074-7-4-2.wav,7,1
159738-8-0-12.wav,8,1
118279-8-0-4.wav,8,1
113205-5-1-3.wav,5,1
159738-8-0-2.wav,8,1
176258-3-1-13.wav,3,1
180937-7-2-6.wav,7,1
73277-9-0-0.wav,9,1
119455-5-0-3.wav,5,1
103074-7-3-0.wav,7,1
197318-6-9-0.wav,6,1
54858-3-0-0.wav,3,1
193394-3-0-11.wav,3,1
160009-2-0-30.wav,2,1
78360-4-0-20.wav,4,1
157867-8-0-19.wav,8,1
51022-3-29-0.wav,3,1
176787-5-0-13.wav,5,1
46656-6-0-0.wav,6,1
176787-5-0-4.wav,5,1
50901-0-1-0.wav,0,1
124489-9-0-17.wav,9,1
46669-4-0-48.wav,4,1
174290-6-0-0.wav,6,1
122690-6-0-0.wav,6,1
73277-9-0-19.wav,9,1
134717-0-0-4.wav,0,1
150341-3-0-0.wav,3,1
103258-5-0-8.wav,5,1
113205-5-1-7.wav,5,1
15564-2-0-2.wav,2,1
174276-7-0-0.wav,7,1
180937-7-3-15.wav,7,1
69304-9-0-0.wav,9,1
180937-7-1-6.wav,7,1
103258-5-0-9.wav,5,1
176787-5-0-22.wav,5,1
57584-4-0-2.wav,4,1
108041-9-0-11.wav,9,1
31323-3-0-1.wav,3,1
102842-3-1-5.wav,3,1
46656-6-3-0.wav,6,1
134717-0-0-8.wav,0,1
26270-9-0-32.wav,9,1
125791-3-0-15.wav,3,1
103074-7-3-2.wav,7,1
98223-7-5-0.wav,7,1
103258-5-0-4.wav,5,1
175845-1-0-0.wav,1,1
44736-5-0-1.wav,5,1
103258-5-0-7.wav,5,1
157867-8-0-22.wav,8,1
31840-3-1-0.wav,3,1
134717-0-0-23.wav,0,1
164053-8-2-1.wav,8,1
57320-0-0-7.wav,0,1
157867-8-0-28.wav,8,1
143651-2-0-55.wav,2,1
192124-2-0-4.wav,2,1
157867-8-0-2.wav,8,1
164312-3-1-0.wav,3,1
118279-8-0-6.wav,8,1
166268-3-0-0.wav,3,1
26270-9-0-23.wav,9,1
157867-8-0-11.wav,8,1
77766-9-0-0.wav,9,1
180937-7-1-8.wav,7,1
46669-4-0-9.wav,4,1
72579-3-0-0.wav,3,1
99180-9-0-48.wav,9,1
94868-1-0-0.wav,1,1
193394-3-0-10.wav,3,1
57320-0-0-5.wav,0,1
94868-1-1-0.wav,1,1
86278-6-0-0.wav,6,1
180937-7-3-6.wav,7,1
69304-9-0-15.wav,9,1
59277-0-0-5.wav,0,1
159738-8-0-13.wav,8,1
103074-7-3-3.wav,7,1
118101-3-0-0.wav,3,1
146186-5-0-1.wav,5,1
127873-0-0-0.wav,0,1
69304-9-0-12.wav,9,1
77246-6-0-0.wav,6,1
180937-7-1-9.wav,7,1
165067-2-0-9.wav,2,1
157867-8-0-10.wav,8,1
103074-7-4-1.wav,7,1
65749-3-1-14.wav,3,1
179867-1-0-0.wav,1,1
103074-7-4-4.wav,7,1
160009-2-0-11.wav,2,1
69304-9-0-6.wav,9,1
162540-1-1-0.wav,1,1
137156-9-0-73.wav,9,1
14113-4-0-1.wav,4,1
73277-9-0-28.wav,9,1
57320-0-0-10.wav,0,1
177621-0-0-27.wav,0,1
157867-8-0-13.wav,8,1
180937-7-3-27.wav,7,1
78360-4-0-22.wav,4,1
193394-3-0-4.wav,3,1
103258-5-0-12.wav,5,1
24074-1-0-5.wav,1,1
157867-8-0-18.wav,8,1
180937-7-4-12.wav,7,1
118279-8-0-5.wav,8,1
159738-8-0-18.wav,8,1
43786-3-1-0.wav,3,1
119455-5-0-6.wav,5,1
197073-3-4-3.wav,3,1
176787-5-0-17.wav,5,1
174276-7-6-0.wav,7,1
135776-2-0-49.wav,2,1
143651-2-0-39.wav,2,1
157867-8-0-25.wav,8,1
24074-1-0-2.wav,1,1
17592-5-0-0.wav,5,1
151977-0-0-0.wav,0,1
57320-0-0-24.wav,0,1
9031-3-4-0.wav,3,1
193698-2-0-112.wav,2,1
146186-5-0-9.wav,5,1
180937-7-3-0.wav,7,1
57320-0-0-21.wav,0,1
193698-2-0-42.wav,2,1
57584-4-0-4.wav,4,1
197073-3-7-0.wav,3,1
180937-7-4-11.wav,7,1
157867-8-0-8.wav,8,1
180937-7-1-11.wav,7,1
176714-2-0-51.wav,2,1
143651-2-0-20.wav,2,1
160009-2-0-1.wav,2,1
103258-5-0-0.wav,5,1
118279-8-0-13.wav,8,1
180937-7-3-17.wav,7,1
106905-8-0-2.wav,8,1
43786-3-0-0.wav,3,1
146186-5-0-8.wav,5,1
176714-2-0-26.wav,2,1
197318-6-7-0.wav,6,1
180937-7-0-2.wav,7,1
151977-0-0-10.wav,0,1
103074-7-0-2.wav,7,1
103258-5-0-15.wav,5,1
193698-2-0-113.wav,2,1
108362-2-0-23.wav,2,1
182800-2-2-0.wav,2,1
113205-5-1-6.wav,5,1
19026-1-0-0.wav,1,1
193698-2-0-58.wav,2,1
139951-9-0-33.wav,9,1
193698-2-0-64.wav,2,1
108362-2-0-21.wav,2,1
103258-5-0-13.wav,5,1
180937-7-3-4.wav,7,1
177621-0-0-35.wav,0,1
180937-7-3-7.wav,7,1
24074-1-0-9.wav,1,1
197318-6-2-0.wav,6,1
46918-5-0-0.wav,5,1
161702-9-0-6.wav,9,1
103258-5-0-10.wav,5,1
180937-7-4-13.wav,7,1
88466-7-0-0.wav,7,1
101415-3-0-2.wav,3,1
46669-4-0-35.wav,4,1
135776-2-0-50.wav,2,1
135776-2-0-65.wav,2,1
159738-8-0-6.wav,8,1
59277-0-0-3.wav,0,1
118279-8-0-0.wav,8,1
191431-9-0-8.wav,9,1
147764-4-8-0.wav,4,1
176258-3-1-18.wav,3,1
139951-9-0-13.wav,9,1
124489-9-0-12.wav,9,1
26270-9-0-30.wav,9,1
87275-1-5-0.wav,1,1
177621-0-0-147.wav,0,1
46669-4-0-31.wav,4,1
180937-7-3-18.wav,7,1
77766-9-0-3.wav,9,1
182800-2-2-1.wav,2,1
134717-0-0-26.wav,0,1
103074-7-1-5.wav,7,1
176787-5-0-15.wav,5,1
165645-4-4-0.wav,4,1
180937-7-4-9.wav,7,1
146186-5-0-7.wav,5,1
162703-1-0-0.wav,1,1
180937-7-3-21.wav,7,1
182800-2-1-0.wav,2,1
151977-0-0-6.wav,0,1
118101-3-0-3.wav,3,1
78360-4-0-18.wav,4,1
73277-9-0-17.wav,9,1
180937-7-3-31.wav,7,1
101415-3-0-3.wav,3,1
78360-4-0-19.wav,4,1
151977-0-0-11.wav,0,1
182800-2-2-3.wav,2,1
105415-2-0-24.wav,2,1
176638-1-1-0.wav,1,1
118279-8-0-11.wav,8,1
134717-0-0-13.wav,0,1
59277-0-0-7.wav,0,1
155202-9-0-135.wav,9,1
78360-4-0-6.wav,4,1
135776-2-0-37.wav,2,1
14113-4-0-0.wav,4,1
176787-5-0-29.wav,5,1
105415-2-0-21.wav,2,1
124489-9-0-6.wav,9,1
59277-0-0-1.wav,0,1
103258-5-0-2.wav,5,1
165067-2-0-91.wav,2,1
103074-7-1-4.wav,7,1
172314-9-0-22.wav,9,1
78360-4-0-3.wav,4,1
101415-3-0-8.wav,3,1
86279-3-0-0.wav,3,1
30823-8-0-0.wav,8,1
159738-8-0-16.wav,8,1
134717-0-0-6.wav,0,1
46669-4-0-37.wav,4,1
44736-5-0-0.wav,5,1
31323-3-0-22.wav,3,1
99180-9-0-49.wav,9,1
134717-0-0-5.wav,0,1
118279-8-0-14.wav,8,1
72579-3-0-2.wav,3,1
177621-0-0-46.wav,0,1
176787-5-0-18.wav,5,1
155202-9-0-126.wav,9,1
180937-7-3-33.wav,7,1
180937-7-3-11.wav,7,1
176787-5-0-8.wav,5,1
24074-1-0-4.wav,1,1
65749-3-1-9.wav,3,1
138031-2-0-2.wav,2,1
160009-2-0-31.wav,2,1
146186-5-0-3.wav,5,1
143651-2-0-0.wav,2,1
203356-3-0-2.wav,3,1
87275-1-4-0.wav,1,1
98223-7-4-0.wav,7,1
46669-4-0-24.wav,4,1
180937-7-1-13.wav,7,1
31840-3-0-0.wav,3,1
17913-4-0-0.wav,4,1
191431-9-0-26.wav,9,1
15564-2-0-0.wav,2,1
143651-2-0-16.wav,2,1
192124-2-0-15.wav,2,1
147764-4-2-0.wav,4,1
57553-3-2-0.wav,3,1
108041-9-0-6.wav,9,1
146186-5-0-11.wav,5,1
176787-5-0-2.wav,5,1
137156-9-0-28.wav,9,1
138015-3-0-5.wav,3,1
147764-4-7-0.wav,4,1
177621-0-0-48.wav,0,1
76093-6-1-0.wav,6,1
96158-4-0-0.wav,4,1
203440-3-0-0.wav,3,1
180937-7-0-5.wav,7,1
180937-7-2-3.wav,7,1
17913-4-0-2.wav,4,1
46669-4-0-45.wav,4,1
55020-4-0-8.wav,4,1
65749-3-1-24.wav,3,1
197073-3-3-0.wav,3,1
78360-4-0-17.wav,4,1
71087-4-0-0.wav,4,1
134717-0-0-7.wav,0,1
176258-3-1-12.wav,3,1
103258-5-0-1.wav,5,1
182800-2-2-2.wav,2,1
177621-0-0-2.wav,0,1
177621-0-0-0.wav,0,1
46669-4-0-33.wav,4,1
55020-4-0-7.wav,4,1
97317-2-0-25.wav,2,1
132016-9-0-16.wav,9,1
108041-9-0-4.wav,9,1
99180-9-0-36.wav,9,1
165642-4-0-0.wav,4,1
197318-6-6-0.wav,6,1
46656-6-5-0.wav,6,1
180937-7-4-6.wav,7,1
177621-0-0-88.wav,0,1
43806-8-0-0.wav,8,1
159738-8-0-8.wav,8,1
118279-8-0-8.wav,8,1
103074-7-3-1.wav,7,1
134717-0-0-15.wav,0,1
180937-7-1-14.wav,7,1
180937-7-3-1.wav,7,1
46918-5-0-2.wav,5,1
159738-8-0-17.wav,8,1
103074-7-2-0.wav,7,1
192124-2-0-5.wav,2,1
180937-7-2-0.wav,7,1
72261-3-0-6.wav,3,1
17592-5-1-3.wav,5,1
174276-7-3-0.wav,7,1
78360-4-0-7.wav,4,1
78360-4-0-2.wav,4,1
147764-4-4-2.wav,4,1
83199-9-0-0.wav,9,1
177621-0-0-54.wav,0,1
180937-7-2-4.wav,7,1
103074-7-4-6.wav,7,1
157867-8-0-21.wav,8,1
119455-5-0-0.wav,5,1
165067-2-0-35.wav,2,1
130030-3-0-0.wav,3,1
77766-9-0-7.wav,9,1
103258-5-0-5.wav,5,1
143604-5-0-0.wav,5,1
98223-7-6-0.wav,7,1
51022-3-7-0.wav,3,1
108041-9-0-5.wav,9,1
180937-7-3-22.wav,7,1
46669-4-0-49.wav,4,1
161702-9-0-30.wav,9,1
103074-7-4-5.wav,7,1
113205-5-0-0.wav,5,1
157867-8-0-14.wav,8,1
132016-9-0-11.wav,9,1
147764-4-0-0.wav,4,1
143651-2-0-59.wav,2,1
164053-8-2-0.wav,8,1
180937-7-4-3.wav,7,1
57320-0-0-33.wav,0,1
157867-8-0-23.wav,8,1
155202-9-0-42.wav,9,1
177621-0-0-57.wav,0,1
78360-4-0-15.wav,4,1
172314-9-0-72.wav,9,1
113205-5-1-8.wav,5,1
106905-8-0-3.wav,8,1
78360-4-0-8.wav,4,1
98223-7-10-0.wav,7,1
180937-7-1-4.wav,7,1
113205-5-1-1.wav,5,1
22962-4-0-1.wav,4,1
46656-6-1-0.wav,6,1
54858-3-1-2.wav,3,1
134717-0-0-2.wav,0,1
146186-5-0-13.wav,5,1
55020-4-0-4.wav,4,1
97317-2-0-34.wav,2,1
143651-2-0-22.wav,2,1
176787-5-0-16.wav,5,1
55020-4-0-9.wav,4,1
55020-4-0-11.wav,4,1
192124-2-0-7.wav,2,1
55020-4-0-10.wav,4,1
180937-7-1-15.wav,7,1
77766-9-0-5.wav,9,1
159738-8-0-19.wav,8,1
161702-9-0-26.wav,9,1
176787-5-0-27.wav,5,1
103258-5-0-14.wav,5,1
57320-0-0-37.wav,0,1
172314-9-0-51.wav,9,1
180937-7-4-0.wav,7,1
176787-5-0-1.wav,5,1
57320-0-0-13.wav,0,1
151977-0-0-2.wav,0,1
98223-7-1-0.wav,7,1
46656-6-2-0.wav,6,1
73277-9-0-16.wav,9,1
196400-6-0-0.wav,6,1
17913-4-1-0.wav,4,1
157867-8-0-12.wav,8,1
98223-7-2-0.wav,7,1
164053-8-3-0.wav,8,1
176714-2-0-40.wav,2,1
159738-8-0-15.wav,8,1
57320-0-0-11.wav,0,1
166268-3-1-0.wav,3,1
164053-8-0-0.wav,8,1
180937-7-1-7.wav,7,1
103258-5-0-11.wav,5,1
57584-4-0-5.wav,4,1
165067-2-0-56.wav,2,1
177621-0-0-31.wav,0,1
180937-7-3-8.wav,7,1
134717-0-0-16.wav,0,1
106905-8-0-0.wav,8,1
176714-2-0-77.wav,2,1
78360-4-0-23.wav,4,1
180937-7-4-4.wav,7,1
138015-3-0-1.wav,3,1
137156-9-0-30.wav,9,1
157867-8-0-16.wav,8,1
159738-8-0-1.wav,8,1
182800-2-3-1.wav,2,1
57320-0-0-15.wav,0,1
138031-2-0-7.wav,2,1
172314-9-0-52.wav,9,1
40722-8-0-4.wav,8,1
157867-8-0-27.wav,8,1
194732-9-0-175.wav,9,1
103258-5-0-18.wav,5,1
180937-7-3-26.wav,7,1
180937-7-3-14.wav,7,1
180937-7-2-7.wav,7,1
174290-6-1-0.wav,6,1
194732-9-0-95.wav,9,1
118279-8-0-3.wav,8,1
78360-4-0-5.wav,4,1
191431-9-0-61.wav,9,1
103258-5-0-16.wav,5,1
72579-3-0-3.wav,3,1
180937-7-3-10.wav,7,1
176258-3-1-2.wav,3,1
180937-7-4-5.wav,7,1
134717-0-0-14.wav,0,1
192124-2-0-12.wav,2,1
24074-1-0-11.wav,1,1
59277-0-0-0.wav,0,1
197318-6-1-0.wav,6,1
71087-4-1-0.wav,4,1
125791-3-0-13.wav,3,1
138031-2-0-28.wav,2,1
87275-1-3-0.wav,1,1
155202-9-0-124.wav,9,1
174276-7-1-0.wav,7,1
176714-2-0-55.wav,2,1
46669-4-0-61.wav,4,1
15564-2-0-1.wav,2,1
108362-2-0-29.wav,2,1
176787-5-0-10.wav,5,1
22962-4-0-2.wav,4,1
50901-0-0-0.wav,0,1
193698-2-0-140.wav,2,1
9031-3-2-0.wav,3,1
46669-4-0-63.wav,4,1
157867-8-0-20.wav,8,1
46669-4-0-36.wav,4,1
177621-0-0-105.wav,0,1
159738-8-0-3.wav,8,1
180937-7-4-2.wav,7,1
106905-8-0-1.wav,8,1
57320-0-0-39.wav,0,1
114587-3-0-2.wav,3,1
57584-4-0-7.wav,4,1
99180-9-0-0.wav,9,1
197073-3-0-0.wav,3,1
165645-4-3-0.wav,4,1
31323-3-0-2.wav,3,1
177621-0-0-128.wav,0,1
146186-5-0-6.wav,5,1
103074-7-1-6.wav,7,1
180937-7-2-8.wav,7,1
180937-7-1-5.wav,7,1
134717-0-0-27.wav,0,1
146186-5-0-5.wav,5,1
55020-4-0-0.wav,4,1
57320-0-0-31.wav,0,1
164312-3-0-0.wav,3,1
78360-4-0-11.wav,4,1
180937-7-2-10.wav,7,1
180256-3-0-1.wav,3,1
180937-7-0-1.wav,7,1
